Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
BIOL,297,44,4,TBA,,TBA,0,15,R French,48245,In Person,Grad Research
ENVS,299,02,2,TBA,,TBA,0,3,W Russell,42691,In Person,MS Thesis/Project
GEOG,199,01,3,1330,1615,R,10,20,K Richardson,43545,In Person,Senior Seminar
ENGL,001A,29,3,1030,1145,MW,23,23,A Tran,42412,In Person,First Year Writing
ENGL,060,01,4,0900,1015,TR,41,40,A Johnson,44718,In Person,Lit Survey 1680-1860
ENVS,111,81,3,TBA,,TBA,7,37,J Oberdorfer,49424,Online Only - TBA Mtg Pat,Geol and Envir
CHE,161,01,1,1630,1720,R,61,60,X Sinha,41698,In Person,Proc Sfty Engr Ethics
RELS,090,02,3,1200,1315,MW,14,35,B Walters,48167,In Person,Bible Hist and Lit
ENVS,194,02,2,0730,0845,M,4,5,C Prado,42588,In Person,Environment Intern
POLS,102,01,4,1030,1145,TR,41,40,G Percival,44924,In Person,State Politics
CE,164,01,3,1330,1615,W,26,30,K McMullin,41741,In Person,Design Wood Struc
POLS,015,99,3,TBA,,TBA,43,45,J Brent,45058,Online Only - TBA Mtg Pat,US & CA Government
PSYC,173,01,3,1030,1145,TR,37,38,D Schuster,42141,In Person,Human Factors
ANTH,299,02,3,TBA,,TBA,0,5,,42752,In Person,Master's Thesis
FREN,001B,01,4,1700,1800,W,4,30,L Pilot-Darier-Baziere,48016,2 Pat - Mtg Pat & TBA (See Class Note),Elem French
SCED,173,01,3,1600,2200,T,7,30,T Visintainer,45935,In Person,Sec Sch Sci
KIN,180,01,1,TBA,,TBA,0,10,,43063,In Person,Independent Study
MATH,279A,01,3,1030,1145,TR,10,25,S Jahanbekam,48590,In Person,Graph Theory
NURS,044,01,3,1400,2300,M,8,10,D Law,41057,In Person,Adult Care Clin Pract I
AMS,001A,60,0,1330,1445,MW,24,32,G Smay,47503,In Person,Amer Cultures 1877
BIOL,010,02,3,1330,1445,TR,56,95,P Hawkins,44039,In Person,The Living World
BUS2,133A,01,3,1030,1145,MW,38,45,S Onkvisit,42477,In Person,Interntl Marketing
GERM,001A,02,4,1500,1640,MW,18,21,L Chiriaeva,42922,In Person,Elem Germ
MUSC,160K,01,1,TBA,,TBA,2,15,J Freeman,41655,In Person,ENS: Brass Ensemble
PSYC,155,03,3,0900,1015,TR,43,40,V Carr,42448,In Person,Human Learning
SCWK,110,02,3,0900,1145,T,28,30,S Tajii,41116,In Person,Fnd Sw Practice
TA,154,02,0,TBA,,TBA,10,25,A Bechert,45726,In Person,Scenic Design
ART,166,01,3,1500,1750,MW,9,24,S O'Dell,41044,In Person,ContemporaryIssues in Painting
UNVS,095B,01,2,1630,1720,M,16,25,M Randle,48660,In Person,Spartans Back On Track
COMM,020,65,3,1500,1615,TR,23,25,J Capurso,47261,In Person,Public Speaking
FS,164,02,0,1200,1430,R,19,36,E Kwong,45846,In Person,Crim Scene Ev Phot
METR,121A,01,4,0900,1045,MW,5,18,J Ryoo,41157,In Person,Dynamic Met
MUSC,003B,01,1,1130,1220,TR,20,30,B Belet,42210,In Person,Music Systems IIIB
BUS4,188,12,3,1800,2045,W,44,45,L Gee,43000,In Person,Business Systems
MICR,299,05,4,TBA,,TBA,0,10,,40804,In Person,M A Thesis/Project
CHE,162,02,0,1730,2015,W,56,90,S Amin,47066,In Person,Engr Stat Analysis
KIN,164,02,3,1200,1315,TR,38,40,M Dao,45624,In Person,Soc-cult Perspectv
LING,108,01,3,0900,1015,MW,25,25,S Khan,41210,In Person,Sec Lang Dev/Teach
PHYS,051,21,0,1200,1450,R,18,16,A Cabot,41869,In Person,General Physics
HS,025,01,3,0900,1145,M,29,25,D McClure,42625,In Person,Hlth Team Building
KIN,024A,03,1,1030,1120,MW,47,30,M Pascal-Gonzales,45535,In Person,Begin Bowling
BIOL,180,13,1,TBA,,TBA,1,15,S Lambrecht,41456,In Person,Indiv Studies
PHIL,096L,01,1,1630,1720,T,37,41,K Yrigoyen,47450,In Person,Logic Workshop
METR,180,02,2,TBA,,TBA,0,6,S Chiao,41566,In Person,Individual Studies
KIN,020A,02,1,0830,0920,MW,26,24,L Cai,42523,In Person,Begin Badminton
NURS,135,02,3,1500,1745,T,0,30,N Trainor,49662,In Person,Hlth Multiculture
PHIL,104,80,3,TBA,,TBA,10,25,C Phan,47452,Online Only - TBA Mtg Pat,Asian Philosophy
ORGS,101,01,3,1500,1615,TR,9,20,M Beresford,45874,In Person,People/Organzation
HSPM,022,02,0,1430,1715,W,0,20,T Engstrom,49523,In Person,Caterng & Bev Mgmt
SOCI,105,01,3,1200,1315,MW,28,30,N Boero,43704,In Person,Qual Research Meth
ART,103,01,3,1500,1750,TR,22,24,S Durie,47455,In Person,Art as System
BIOL,030,01,4,1200,1315,MW,127,120,S Cuellar-Ortiz,42888,In Person,Biology I
HSPM,100W,80,3,TBA,,TBA,25,25,M Modirzadeh,41800,Online Only - TBA Mtg Pat,Writing Workshop
NUFS,016,03,3,1330,1445,TR,45,45,I Chou,46850,In Person,"Sci, Physio, Nutr"
NUFS,139,03,3,1700,1815,TR,30,30,G Acker,40406,In Person,Hunger & Environ Nutr
HIST,020A,01,3,1200,1315,TR,26,25,M Wilson,44086,In Person,Hist of Amer Peopl
JS,128,01,3,1030,1145,MW,32,55,N Birthelmer,45832,In Person,"Punishment, Cult  and Society"
JS,299,02,3,TBA,,TBA,0,5,E Adams,50765,In Person,Masters Thesis
MCOM,063,03,3,1330,1445,MW,20,20,M Cheers,41316,In Person,New Media
SOCI,199H,32,3,TBA,,TBA,0,2,,41657,In Person,Sen Hon Thesis
STAT,115,01,3,1030,1145,MW,48,43,M Hosoda,40265,In Person,Interm Stat
ENGL,071,06,3,0930,1215,F,23,25,R James,44717,In Person,Intro Creative Writ
JPN,025B,01,4,0830,1010,MW,16,21,Y Yanai,43946,In Person,Interm Japanese
ATH,014S,02,1,TBA,,TBA,0,20,,40037,In Person,Skl Dvlp Golf-Men
MUSC,050A,01,1,1330,1520,MW,45,55,C Brown,41513,In Person,ConcertChoir
BIOL,101,01,3,1630,1745,TR,39,40,C Low,41018,In Person,Origins of Life
DSGD,100,07,3,1500,1750,TR,27,25,R Sexton,43577,In Person,Vis Comm & Process
MATH,001,06,3,1630,1745,MW,16,32,L Roper,48582,In Person,Math Reasoning
CMPE,188,01,3,1030,1145,TR,37,40,M Eirinaki,47753,In Person,Mach Learning/BD
METR,299,10,1,TBA,,TBA,0,5,,40744,In Person,Thesis
AFAM,180,02,3,TBA,,TBA,1,5,T Berry,50639,In Person,Individual Studies
CA,060,02,3,1500,1615,TR,24,25,E Thorne,47645,In Person,Creativity Matters
METR,050,03,2,1430,1520,R,13,18,Q Tan,50364,In Person,Sci Computing I
HUM,101,01,3,1200,1315,MW,19,30,C Rostankowski,41245,In Person,Human Life
KIN,155,03,0,0730,0920,W,26,20,C Cisar,41329,In Person,Exercise Physiology
INFO,203,01,1,TBA,,TBA,73,75,D Faires,42300,Online Only - TBA Mtg Pat,Online Learning
POLS,002,01,3,1200,1315,TR,47,45,J Abrams,48197,In Person,Intro Comp Pol
JS,181,17,3,TBA,,TBA,5,10,E Kinney,44213,In Person,Internship in JS
KIN,280,03,3,TBA,,TBA,3,5,B Shifflett,40576,In Person,Adv Fldwk Sprt Mgt
RTVF,010,81,3,TBA,,TBA,35,35,S Burtnett,49000,Online Only - TBA Mtg Pat,Art of Film
PHIL,180,01,1,TBA,,TBA,0,5,,42271,In Person,Indiv Studies
PSYC,270,01,3,1630,1745,MW,7,15,M Hosoda,41150,In Person,Sem Ind/Org Psych
EE,295,02,3,1930,2045,TR,30,40,T Wrappe,46769,In Person,Technical Writing
KIN,030,06,1,1430,1520,TR,24,30,A Batt,46439,In Person,Pilates
MUSC,061,01,1,TBA,,TBA,2,15,S Snitkovskaya,41557,In Person,StylesIntrpOpera1
SPAN,101A,01,4,1630,1810,MW,24,30,E Marsh,40241,In Person,Advanced Spanish
MICR,298,01,1,TBA,,TBA,0,10,,40729,In Person,Research
GEOL,184,36,3,TBA,,TBA,0,4,,42813,In Person,Directed Reading
HS,180,05,2,TBA,,TBA,0,3,M Dougan,41186,In Person,Indiv Studies
INFO,204,04,3,TBA,,TBA,31,35,D Hicks,43392,Online Only - TBA Mtg Pat,Inf. Prof
HUM,080,01,3,0900,1015,TR,26,25,J Ormsbee,49236,2 Pat - Mtg Pat & TBA (See Class Note),Reading the World
BIOL,101,03,3,1200,1315,MW,37,40,P Hawkins,42958,In Person,Origins of Life
HS,167,01,3,1200,1315,TR,121,125,J Pham,42081,In Person,Biostatistics
NURS,054,03,2,1100,1400,R,20,22,L Higgins,41623,In Person,Nursing Skills II
GEOL,103,02,3,1630,1915,R,37,37,J Petsche,43998,In Person,Earth Systems
NUFS,110A,01,3,1200,1340,M,47,45,C LaSalle,40199,In Person,Med Nutrition Ther
PHYS,002B,11,0,0900,1150,M,18,18,S Morgan,42122,In Person,Fund of Physics
ANTH,011,02,3,1330,1445,MW,37,40,S Ou,41308,In Person,Cultural Anthro
BIOL,180,24,2,TBA,,TBA,3,15,E Skovran,48079,In Person,Indiv Studies
CHAD,170,03,3,1200,1315,TR,31,30,J Jabagchourian,43569,In Person,Cont Infl Cog Devl
KIN,155,01,3,0930,1020,MW,106,90,C Cisar,41327,In Person,Exercise Physiology
CCS,010A,04,3,0900,1015,MW,35,36,J Gamboa,48713,In Person,Mex Am US Hist/Gov
INFO,204,02,3,TBA,,TBA,24,35,C Sawyer,42303,Online Only - TBA Mtg Pat,Inf. Prof
CMPE,050,03,0,1330,1620,R,18,30,C Tarng,43192,In Person,Object Orient Concept Meth
PHIL,186,09,3,1200,1315,TR,20,60,D Williamson,48001,In Person,Prof & Bus Ethics
CHAD,100W,01,3,0900,1015,MW,25,25,J Kitajima,42264,In Person,Writing Workshop
CS,151,05,3,1030,1145,TR,31,30,L Lam,50193,In Person,Object Orntd Dsgn
JPN,102,01,3,1500,1745,W,14,20,M Ishida,43918,In Person,Japanese Culture
OCTH,236,02,3,1330,1615,R,20,21,A George,44745,In Person,OT with Youth
ISE,261,01,3,1800,2045,W,13,60,A James,47195,In Person,Med Errors Reduct
KIN,170D,02,2,TBA,,TBA,0,5,B Shifflett,40546,In Person,Fldwrk Sport Mngmt
PKG,180,05,5,TBA,,TBA,0,10,F Yambrach,41582,In Person,Individual Studies
EE,273,01,3,1930,2045,MW,34,35,M Jones,49934,In Person,Log Verif UVM
RTVF,130,04,0,1530,1715,R,17,18,C Guzzetta,45711,In Person,Inter Film/TV Prod
MATH,1001S,04,1,1100,1150,TR,25,28,T Hsu,49057,In Person,MATH 01 Support
CHEM,001A,19,0,1130,1420,W,23,25,M Do,41029,In Person,General Chem
HS,100W,09,3,0900,1015,MW,13,25,N Williams,47981,In Person,Writing Workshop
MUSC,160E,01,1,1800,1930,T,4,15,N Roberto,44133,In Person,ENS: Jazz Singers
PHYS,002A,12,0,1400,1620,MW,20,20,A Fayli,40219,In Person,Fund of Physics
EE,180,01,3,TBA,,TBA,0,5,T Le,41749,In Person,Indiv Studies
CHEM,180,07,1,TBA,,TBA,12,15,M Radlauer,45282,In Person,Indiv Studies
BUS5,140,14,3,1800,2045,R,46,45,R Salstrom,44802,In Person,Fund of Oper Mgmt
EDCO,004FY,16,0,1800,1950,W,16,25,R Nemali,45472,In Person,Career Exploration
COMM,020,75,3,1800,2045,R,24,27,T Martinez,47293,In Person,Public Speaking
BIOL,180,07,1,TBA,,TBA,1,15,B White,41450,In Person,Indiv Studies
ENGR,195C,01,3,1800,2045,W,13,15,K Perry,46469,In Person,Inter Sr Proj I
BIOL,180,45,3,TBA,,TBA,0,15,,48096,In Person,Indiv Studies
HSPM,012,01,3,0900,1015,MW,21,50,T Thompson,48776,In Person,Cost Ctrl Hosp
ASIA,070C,01,3,0900,1015,TR,12,70,M Gasparini,49558,In Person,Arts of Asia
LLD,100WB,09,3,1500,1615,TR,27,25,S Stranahan,43586,In Person,Wrtg Wrkshp Bsns Stdnts
CHEM,001A,14,0,1430,1720,T,28,27,M Do,40107,In Person,General Chem
AFAM,106,01,3,1200,1315,MW,11,20,W Thompson Taiwo,49979,In Person,Race & Culture Afr
BIOL,115,17,0,1500,1550,F,18,22,S Alladin,44604,In Person,General Genetics
LLD,100W,01,3,1030,1145,TR,25,25,S Khan,42088,In Person,Writing Workshop
MATH,1001S,01,1,0800,0850,TR,21,28,T Hsu,49054,In Person,MATH 01 Support
MUSC,123A,01,1,1030,1120,MW,20,20,T Hornig,40368,In Person,Fund Tech Brass
ART,179,01,3,TBA,,TBA,0,10,A Raynsford,42607,In Person,Spec Prob in Art
AVIA,042,12,0,1800,2045,T,25,24,D Neal,41658,In Person,Aircraft Systems
ART,074,02,3,0900,1150,TR,23,24,N Khatibi,45151,In Person,Intro to Digital Media
ART,105,01,3,1200,1450,MW,24,24,L Alder,45161,In Person,Advanced Digit Video
NUFS,298,13,1,TBA,,TBA,0,10,C LaSalle,40569,In Person,Special Studies
ART,180,01,1,TBA,,TBA,7,36,A Raynsford,42606,In Person,Indiv Studies
KIN,070,04,0,1130,1320,W,20,20,M Ruban,41618,In Person,Intro to Kinesiology
LING,123,07,3,1030,1145,TR,27,25,R Kataoka,42392,In Person,Sound Comm
GEOL,007,06,0,0830,1115,W,24,24,D Kapule,41264,In Person,Earth Time and Life
BUS3,189,01,3,1800,2045,W,36,30,S Chou,44906,In Person,Strategic Mgmt
LLD,298,01,1-4,TBA,,TBA,0,0,,42507,In Person,Indiv Studies
RTVF,130,03,3,1330,1515,R,17,18,C Guzzetta,45710,In Person,Inter Film/TV Prod
ART,003,02,3,1030,1145,TR,24,24,I Carvajal,41585,In Person,Medium and Message
MS,142,02,0,TBA,,TBA,4,15,T Connolly,41620,In Person,Physical Ocenog
SPAN,001A,04,4,0830,1010,TR,29,26,E Marsh,43919,In Person,Elem Spanish
EE,097,05,1,0900,1145,F,21,20,K Ghadiri,42790,In Person,Intro EE Lab
CE,120,03,1,1800,2045,W,16,15,M Maaz,41627,In Person,Construc Matl Lab
HSPM,186,01,3,1330,1445,MW,10,40,B Ratcliffe,45837,In Person,Strategic Mgmt
ATH,006S,02,1,TBA,,TBA,1,20,J Craighead,40025,In Person,Skl Dvlop Bkbl-Wo
ENGR,160SL,01,1,1800,2045,W,11,15,K Perry,43163,In Person,EPICS UD
MATH,042,07,3,1330,1445,TR,37,40,M Campisi,48614,In Person,Discrete Math
MATH,297A,05,3,TBA,,TBA,0,3,,50749,In Person,Prep for Proj/Thesis
BIOL,184,01,1,TBA,,TBA,0,15,,40615,In Person,Directed Reading
ENGL,100WB,01,3,1030,1145,MW,26,25,S West,47435,In Person,Written Comm Business
BUS1,123A,04,3,1630,1745,TR,36,45,J Busch,47185,In Person,Tax Factor Bus Inv
NUFS,100W,04,3,1200,1315,MW,8,25,N Williams,49620,In Person,Writing Workshop
EE,110L,02,1,0900,1145,F,21,20,N Shah,43228,In Person,C and D Sys Lab
MCOM,180,01,1,TBA,,TBA,16,30,P Johnson,43491,In Person,Independent Study
NURS,144,01,2,0900,1040,W,30,40,D Nelson,41166,In Person,Clin Nurs Appl
EDSE,217B,01,6,TBA,,TBA,0,6,,45320,In Person,Dir Tchng II LH
MATH,019W,33,1,1330,1445,TR,27,28,H Ng,50417,In Person,Precalculus Workshop
GEOL,145,04,0,0930,1215,M,4,20,E Metzger,50084,In Person,Earth System Sci
CHEM,112A,01,3,0900,1015,TR,159,150,R Okuda,42170,In Person,Organic Chem
MUSC,060C,02,1,TBA,,TBA,2,10,S Jones,43971,In Person,EnsChamberMusic
COMM,040,63,3,1330,1445,TR,24,27,K Yee,47329,In Person,Argmnt/Advocacy
PHIL,186,02,3,0900,1015,MW,36,60,L Bernasconi,47994,In Person,Prof & Bus Ethics
BUS5,187,81,3,TBA,,TBA,49,45,T Kothari,48340,Online - TBA With Few Campus Mtg,Global Dimensn Bus
GERO,117,01,3,1800,2045,T,0,40,,48392,In Person,Soc Pol Serv Aging
BIOL,155,13,0,1430,1720,R,0,10,F Hijazi,42183,In Person,Hypothesis Testing
JOUR,130,01,3,1030,1145,TR,7,20,D Guerrazzi,49215,In Person,Media Apprentice
KIN,031,02,1,1130,1220,TR,48,50,A Batt,42525,In Person,Body Sculpting
KIN,037,02,1,1030,1120,TR,30,30,C Cisar,49205,In Person,Fitness Walking
KIN,175,03,0,1200,1350,F,28,20,K Thompson,44073,In Person,Meas & Eval in Kinesiology
MUSC,010B,04,3,1200,1315,TR,52,50,A Koppel,44077,In Person,Intro to Music
EDSE,279,01,3,1600,1845,T,20,35,H Park,41022,2 Pat - Mtg Pat & TBA (See Class Note),Mgn Bhvr Empss SED
JS,151,81,3,TBA,,TBA,55,55,N Birthelmer,46633,Online Only - TBA Mtg Pat,Crim Theory
ISE,112,01,3,1800,2045,T,33,65,C Foster,47223,In Person,Occup Health Engr
MATH,203,03,3,TBA,,TBA,2,10,Y Zhang,50665,In Person,"Appl Math,Comp&Stat Proj"
SOCI,193,01,3,1200,1315,MW,5,35,M Cerda,49434,In Person,Beh Science in Practice
CHEM,001A,34,0,1430,1715,R,25,24,S Stepp,44238,In Person,General Chem
MATE,185,01,3,0900,1015,MW,23,40,D Chafey,41065,In Person,Ceramics
AE,269,01,3,1800,1915,TR,25,40,B Nagarkar,43388,In Person,Advanced CFD
FS,169,01,3,1200,1315,MW,6,36,J Warren,45724,In Person,FS Senior Seminar
KIN,283,01,3,1900,2145,M,10,15,A Medina,41602,In Person,Mgt Lead Comm/Spt
BIOL,055,11,0,1330,1620,T,11,10,F Hijazi,44543,In Person,Biostatistics
CMPE,127,02,0,1430,1720,W,22,24,V Venkateshwar,47694,In Person,Microproc Design 1
ENVS,136,01,4,1930,2215,T,1,10,C Cheleden,49298,In Person,Int Land Use Plan
ART,297B,01,3,TBA,,TBA,0,10,A Raynsford,42617,In Person,Masters Project
MCOM,175,01,3,1730,2015,T,12,20,Z Li,48555,In Person,Soc Media Analytic
CMPE,163,01,3,1800,2045,R,11,45,H Li,47731,In Person,Intro CG & AR
ENGL,001A,10,3,0900,1015,TR,23,23,R Arnold,42354,In Person,First Year Writing
KIN,165,02,3,0900,1015,TR,43,40,F Ghiasvand,41278,In Person,Motor Development
ART,175,02,3,1500,1750,MW,10,24,P Surgalski,47875,In Person,Artists' Books
ENGL,001AF,03,3,0900,1015,MW,22,22,A Ahmad,42843,In Person,FYW: Stretch English I
ADV,132,01,3,1630,1745,TR,13,20,J Delacruz,47026,In Person,UX UI Desn Ad
BIOL,284,14,2,TBA,,TBA,0,15,,48187,In Person,MA Directed Reading
HA,157SL,03,3,1500,1745,W,0,27,A Pulos,50227,In Person,Comm Action & Serv
OCTH,286,01,4,0900,1015,TR,10,11,K Pickett,40326,In Person,Seminar & Pract IB
NURS,145,03,4,0700,1300,RF,10,10,C Ralston,44669,In Person,Adult Care Clin II
PKG,180,06,6,TBA,,TBA,0,10,F Yambrach,41583,In Person,Individual Studies
LLD,100A,14,3,1330,1445,MW,16,20,T Khuu,50681,In Person,Writing Competency
PHYS,002B,20,0,0900,1150,R,16,18,M Shao,41146,In Person,Fund of Physics
BIOL,115,19,0,0800,0850,F,22,24,M VanHoven,46942,In Person,General Genetics
CHEM,030A,01,3,1630,1720,MW,405,420,A Tran,40114,In Person,Intro Chem
NUFS,144,21,3,1500,1615,TR,30,30,L Wiley,44987,In Person,Food Culture
RECL,170A,81,1,TBA,,TBA,18,15,S Ross,49232,Online Only - TBA Mtg Pat,Pre-Intern Workshp
ENGR,100W,11,3,1330,1420,MW,21,22,V Sansome,41227,In Person,Engr Reports
MS,298,08,3,TBA,,TBA,0,25,,42067,In Person,Resrch Mar Sci
BUS5,186V,01,3,1630,1915,M,16,45,A Basu,43599,In Person,VLAB
CS,100W,01,3,0900,1015,MW,30,25,D Caires,41290,In Person,Writing Workshop
ARED,238,01,3,1630,1915,T,12,15,B Hughes,43325,In Person,Prin Art Educ
CE,298,02,3,TBA,,TBA,0,10,,40534,In Person,Special Problems
ENVS,100W,01,3,1030,1145,MW,25,20,B Nobleman,47590,In Person,Env Res and Writ
ARTH,015,01,3,1330,1445,MW,70,70,I Pafford,42421,In Person,Visual Culture
ANTH,140,01,3,1030,1145,MW,19,40,J Karpf,47030,In Person,Human Sexuality
FS,011,04,3,1630,1745,TR,55,65,M Barash,50178,In Person,Survey For Sci
BIOL,186,15,3,TBA,,TBA,0,15,,48069,In Person,Senior Thesis
ENVS,117,01,3,1330,1615,W,21,25,K Davis,42972,In Person,Human Ecology
PHYS,051,22,0,1500,1750,R,18,16,A Hatzikoutelis,41870,In Person,General Physics
BME,177,04,0,1030,1315,F,11,20,N Gulkaya,49080,In Person,Physiol for Engr
ISE,162,02,0,1730,2015,W,1,90,S Amin,49544,In Person,Engr Stat Analysis
SE,188,01,3,1030,1145,TR,4,40,M Eirinaki,49541,In Person,Mach Learning/BD
GEOG,175,01,3,1800,1945,W,8,17,K Rohrmeier,47846,In Person,GIS Project Devel
METR,180,01,1,TBA,,TBA,0,6,S Chiao,41565,In Person,Individual Studies
BIOL,031,15,0,1030,1320,W,23,22,L Braga,43664,In Person,Biology II
BIOL,066,31,0,1030,1320,R,24,24,K Wirth,47308,In Person,Human Physiology
MS,298,33,3,TBA,,TBA,0,25,,42047,In Person,Resrch Mar Sci
ART,197,01,3,0900,1145,T,11,24,M Van Den Dool,45739,In Person,BA Senior Project
MATH,019W,71,1,0900,1015,TR,21,28,M Yin,47927,In Person,Precalculus Workshop
ART,298A,01,3,TBA,,TBA,6,25,A Raynsford,42618,In Person,MFA Special Study
EDCO,287,01,3,1900,2145,T,26,25,X Hu,42935,In Person,Comp School Couns
EE,106,03,0,1800,2045,W,3,20,,49526,In Person,Fund Mechatro Engr
CMPE,244,01,3,1800,2045,T,34,60,P Kang,48907,In Person,Embedded Software
CHEM,113A,01,2,1030,1320,MW,17,15,M Gheorghiu,40121,In Person,Organic Chem Lab
BUS2,090,01,3,1030,1145,MW,48,45,D Mcfeely,45398,In Person,Bus Statistics
BUS1,180A,01,1,TBA,,TBA,2,5,E Grace,47137,In Person,Indiv Study Acctg
AMS,100W,01,3,1330,1445,MW,1,25,J Georges,49561,In Person,Writing Humanities
BUS4,188,13,3,1800,2045,W,46,45,H Nguyen,44209,In Person,Business Systems
NUFS,156,02,0,1030,1215,R,0,20,X Liu,49292,In Person,Pkg Mchnry Systems
CMPE,146,03,3,1200,1250,MW,38,50,W Wu,47717,In Person,RT Embedded CoDes
KIN,063A,01,1,1300,1550,F,27,20,K Kirkendall,45590,In Person,Beg Hiking
NURS,044,04,3,1400,2300,T,9,10,P Mayer,42126,In Person,Adult Care Clin Pract I
CCS,010A,11,3,1030,1145,TR,30,36,J Mercado,48727,In Person,Mex Am US Hist/Gov
MATE,195,01,3,1200,1250,MW,31,30,O Keles,43266,In Person,Mech Bhvr Matls
JS,181,06,6,TBA,,TBA,0,2,J Warren,41357,In Person,Internship in JS
HSPM,152,01,3,1030,1145,TR,21,50,T Thompson,42119,In Person,Hotel Catering
MATH,071W,03,1,1200,1315,MW,26,28,S Obaid,47899,In Person,Calc Wkshp Bus/Avi
CE,120,02,1,1800,2045,T,16,15,M Maaz,41197,In Person,Construc Matl Lab
METR,280,01,3,TBA,,TBA,1,6,C Clements,42242,In Person,Recent Dev In Metr
HS,158,04,0,2000,2050,M,53,55,A Carter,47856,In Person,Hlth Comm
NUFS,298,22,1,TBA,,TBA,1,10,G Pignotti,42103,In Person,Special Studies
RTVF,030,06,0,1100,1245,F,14,18,C Guzzetta,49015,In Person,Intro Film/TV Prod
CCS,074,08,3,1330,1445,TR,24,25,R Alvarez,48682,In Person,Public Address
NUFS,031,01,1,1330,1420,T,36,35,D Singamsetti,40201,In Person,Prof in Nufs and Pkg
CA,139,01,3,1200,1450,TR,0,10,S Trimingham,49530,In Person,Teach Diversity Art
GEOL,002,03,3,1200,1315,MW,23,45,L Teruya,42365,In Person,Geology for Engineers
PHYS,002A,21,0,1400,1620,TR,22,20,M Lagana,45339,In Person,Fund of Physics
BUS3,160,25,3,1800,2045,T,30,45,A Gomez,50683,In Person,Fund Mgmt & Org Beh
KIN,030,01,1,0730,0820,MW,30,30,J Linafelter,40337,In Person,Pilates
RTVF,021,02,0,TBA,,TBA,23,40,J Biagini,40907,In Person,KSJS On-Air Operat
MCOM,104,02,3,1030,1145,MW,27,27,Z Li,46784,In Person,Mass Comm Research
LING,022,01,3,1200,1315,MW,25,25,S Phillabaum,40898,In Person,Lang across Life
JPN,025A,02,4,1330,1440,MWF,16,21,M Iwata,43917,In Person,Interm Japanese
NURS,125,01,4,0830,1010,T,67,66,D Moore,41326,In Person,Adult Care Mgmt II
TECH,147,11,0,1800,2045,W,34,40,S Obi,43277,In Person,Green Mfg Managemt
AAS,033A,17,3,1800,2045,R,32,40,D Tu,48489,In Person,AAS History I
BME,115,06,0,1800,2045,W,17,16,D Serna,47351,In Person,Fndtns Biomed Engr
NURS,147B,12,3,1030,1930,R,11,15,D Teaford,40748,In Person,Com Hlth Clin
GEOG,175,03,0,2000,2245,W,8,17,K Rohrmeier,49677,In Person,GIS Project Devel
ART,168,01,3,0930,1530,F,20,24,S Wright,43430,In Person,Sculpture and Carving
CE,160,04,0,1330,1615,M,16,18,S Kulkarni,41734,In Person,Struc Anlys
DANC,012,01,2,1530,1750,MTWR,3,15,R Boumaila,41690,In Person,ENS:DancRehrslPerf
EE,198B,02,3,0900,1800,S,15,15,P Hsu,45898,In Person,EE Sr Dsgn Proj II
KIN,031,05,1,0730,0820,TR,51,50,A Dietrich,49204,In Person,Body Sculpting
MUSC,060I,01,1,1230,1420,F,7,20,J Keiser,41794,In Person,EnsJazzEnsemble
CS,146,04,3,0730,0845,MW,62,75,F Mortezaie,47472,In Person,Data Struct & Alg
BUS3,189,16,3,1200,1315,TR,33,30,C Wang,43552,In Person,Strategic Mgmt
PSYC,102,01,3,1030,1145,MW,49,33,L Jones,45104,In Person,Psyc of Childhood
ENGL,100W,02,3,1030,1145,TR,31,25,N Stork,46408,In Person,Wrtg Wrkshop
OCTH,221,02,3,1330,1615,M,21,21,M Kaye,45304,In Person,OccupatAnalysis
SCI,157SL,02,3,1500,1745,W,1,27,L Hatton,49489,In Person,Comm Action & Serv
BIOL,298,10,1,TBA,,TBA,0,15,,48260,In Person,MS Proj Culm Exper
BUS2,130,87,3,TBA,,TBA,50,45,M Merz,42964,Online Only - TBA Mtg Pat,Intro to Marketing
PHIL,298,04,3,TBA,,TBA,1,5,K Brown,50706,In Person,Spec Studies
BUS,298C,01,3,TBA,,TBA,0,15,,42701,In Person,CMBA Internship
ENGR,100W,45,3,0930,1110,F,23,22,J Leih,42995,In Person,Engr Reports
JS,151,01,3,0730,0845,TR,31,35,Y Yuan,46431,In Person,Crim Theory
LING,021,81,3,TBA,,TBA,24,25,M Modirzadeh,43532,Online Only - TBA Mtg Pat,Langu and Thinking
MATH,018A,03,3,1200,1315,MW,39,35,T Becker,47911,In Person,College Algebra
BUS2,130,01,3,0900,1015,MW,47,45,S Lilienthal,43680,In Person,Intro to Marketing
ENVS,150,02,3,1630,1915,T,23,25,R Foran,45389,In Person,Intro Env Thought
EDSE,102,01,3,1600,1845,W,42,40,S Kulkarni,44725,2 Pat - Mtg Pat & TBA (See Class Note),Sp Lng Typ/At Dev
BIOL,280,11,2,TBA,,TBA,4,15,T Abramson,48177,In Person,Individual Studies
KIN,170C,06,3,0930,1115,W,10,5,J Lee,49973,In Person,Fieldwork-Adapted
SOCI,180,31,3,TBA,,TBA,0,5,,43898,In Person,Indiv Studies
ENGL,001AF,08,3,1030,1145,MW,22,22,K FitzPatrick Ezell,42847,In Person,FYW: Stretch English I
