Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
COMM,172F,80,4,TBA,,TBA,27,25,M Byrd,47663,Online Only - TBA Mtg Pat,Multicultural Comm
MS,299,41,4,TBA,,TBA,0,20,,41773,In Person,Masters Thesis
CE,020,03,0,1330,1615,T,20,18,A Wong,41700,In Person,Graphics/CAD/Prog
HUM,002A,03,0,0900,1015,TR,18,35,J Stenberg,48131,In Person,Hum Honors 2A
HIST,146,01,4,1200,1315,TR,25,25,X Hou,47057,In Person,Soviet Union
KIN,169,04,3,0900,1015,TR,24,30,M Crockett,48646,In Person,Divrsty/Stress/Hlth
CS,042,06,3,1200,1315,TR,5,40,S Jahanbekam,49613,In Person,Discrete Math
CHEM,055,02,2,0800,0850,TR,115,115,M Radlauer,49133,In Person,Quant Analy
CMPE,146,04,0,1330,1620,M,28,25,W Wu,47718,In Person,RT Embedded CoDes
MATH,012,04,3,1200,1315,TR,28,28,J Sliva,48470,In Person,Number Systems
NURS,146B,02,2,0700,1300,T,8,10,N Stevens,44690,In Person,Mat Hlth Clinical
ME,020,05,0,0900,1145,W,25,25,V Reidling,42778,In Person,Design & Graphics
SCWK,107,01,3,1800,2045,M,12,30,V Silva,49553,In Person,Aging and Society
NUFS,141A,01,3,1330,1510,M,0,20,X Liu,49272,In Person,Pkg Materials I
GEOL,111,81,3,TBA,,TBA,23,37,J Oberdorfer,47347,Online Only - TBA Mtg Pat,Geol and Envir
CE,299,02,3,TBA,,TBA,0,10,,40536,In Person,Masters Thesis
HS,135,05,3,1200,1445,T,25,30,A Shaw,47989,In Person,Hlth Multiculture
ART,299,01,3,TBA,,TBA,1,5,A Raynsford,42620,In Person,Master's Thesis
EE,120,03,0,1330,1615,R,20,20,A Manoharan,41721,In Person,Microp Sys Design
COMM,080,05,1,TBA,,TBA,45,45,S McGaffey,40739,In Person,Communication Workshop
CHE,161L,05,0,0900,1145,F,12,12,A Portillo Rivera,44152,In Person,UG ChE Engr Lab
EDSE,105,04,6,TBA,,TBA,2,6,V Collins,44776,In Person,Sup Ind Plan Eval
ME,111,02,3,1630,1745,MW,44,50,D Abdollahian,41052,In Person,Fluid Mech
BUS1,179B,01,3,1030,1145,MW,22,45,F Jones,47135,In Person,Selec Top Bus Fin
CE,174,01,3,1800,2045,M,28,30,B Kassab,41202,In Person,Wtr Dist WW Coll
SCI,002,10,0,1630,1820,M,18,20,S Lilienthal,41588,In Person,Success in Science
PHIL,180,03,3,TBA,,TBA,0,5,,42945,In Person,Indiv Studies
SCWK,141,03,4,TBA,,TBA,15,15,L Chin,45458,In Person,Field Practicum I
MUSC,010A,83,3,TBA,,TBA,73,70,M Hernandez,43350,Online Only - TBA Mtg Pat,Music Appreciation
BUS1,021,08,3,1200,1315,TR,40,45,D Belger,47281,In Person,Managerial Acctg
AVIA,180H,02,2,TBA,,TBA,7,20,F Barez,40823,In Person,Individual Studies
ARTH,110,01,3,1500,1615,TR,28,70,M Hankwitz,47612,In Person,Hst/Thry New Media
PHYS,050,32,0,1330,1620,R,17,16,J Creed,41843,In Person,General Physics
ANI,111,04,3,1500,1750,MW,18,25,L Hill,47306,In Person,Drawing Ani/Ill II
UNVS,101,04,0,1800,1950,T,19,34,M McNeil,49645,In Person,Leadership
BIOL,021,25,0,TBA,,TBA,23,24,S Cargill,40083,In Person,Human Biology
PADM,297,01,3,1800,2045,M,16,20,F Edwards,45042,In Person,Advanced Seminar
KIN,046A,03,1,1230,1320,MW,43,40,B Ayers Jr,48547,In Person,Beg Social Dance
MUSC,160D,01,1,0830,1015,F,6,15,G Haramaki,46871,In Person,ENS: Collegium Musicum
PHOT,126,01,3,1630,1745,MW,13,70,L Linden,49256,In Person,History of Photo
PKG,180,07,1,TBA,,TBA,0,10,X Liu,43939,In Person,Individual Studies
ENGL,100WB,01,3,1030,1145,MW,26,25,S West,47435,In Person,Written Comm Business
AFAM,180,02,3,TBA,,TBA,1,5,T Berry,50639,In Person,Individual Studies
GLST,001A,01,3,1030,1145,TR,30,35,S Ou,49116,In Person,Intro to Global Studies
CE,265,01,3,1800,2045,T,19,40,K McMullin,47785,In Person,Adv Seismic Design
BUS1,121A,04,3,1030,1145,TR,50,45,H Brubeck,47297,In Person,Inter Acctg I
TECH,140,11,0,1800,2045,R,20,20,D PATEL,47596,In Person,Green Prod Design
INFO,295,01,3,TBA,,TBA,11,30,M Harlan,42329,Online Only - TBA Mtg Pat,Sch Libr Fieldwork
JS,181,15,3,TBA,,TBA,4,10,M Barash,43953,In Person,Internship in JS
MATH,071,05,3,1500,1615,MW,40,40,O Kovaleva,47889,In Person,Calc Bus/Aviation
MATH,105,04,3,1500,1615,TR,22,28,L Roper,48461,In Person,Math Stats Concept
MATH,042,06,3,1200,1315,TR,36,40,S Jahanbekam,48613,In Person,Discrete Math
NUFS,298,21,3,TBA,,TBA,0,10,K Mauldin,42102,In Person,Special Studies
ISE,220,01,3,1800,2045,M,18,40,D Rosenberg,47180,In Person,Int. Design II
CS,249,01,3,1200,1315,MW,21,20,B Reed,50494,In Person,Distrib Computing
ENVS,158,03,3,1330,1445,TR,24,25,R Lazzeri-Aerts,45407,In Person,Environmental Education
MCOM,063,01,3,0900,1015,MW,20,20,D Nichols,41314,In Person,New Media
SCWK,265,01,3,0900,1145,T,21,30,C Kohtz,44966,In Person,Child Welfare Practice
SOCS,195,01,3,1030,1145,TR,12,20,W Rouse,49862,In Person,Social Science Teacher Prep
NUFS,192,09,4,TBA,,TBA,3,10,F Yambrach,45094,In Person,Fld Exp NufS/Pkg
PSYC,190,12,3,1630,1745,TR,25,22,P Cravalho,48861,In Person,Curr Iss Capstone
ANI,071,01,3,1200,1450,MW,28,25,E Briggs,41091,In Person,Visual Principles
CMPE,172,03,3,1800,2045,F,44,56,S Garje,49686,In Person,Enterprise Software
TA,010,01,3,0900,1015,TR,50,50,K Brandt,42156,In Person,Theatre Apprecia
MATH,1001S,07,1,1400,1450,TR,23,28,T Hsu,49060,In Person,MATH 01 Support
PHYS,180,10,1,TBA,,TBA,0,1,,50796,In Person,Indiv Studies
PHOT,112,01,3,1800,2050,MW,24,24,Y Williams,40218,In Person,Color Photo
KIN,175,04,0,1400,1550,F,22,20,K Thompson,44074,In Person,Meas & Eval in Kinesiology
ENVS,185,01,4,1630,1915,T,17,22,S George,47830,In Person,Envir Impact Anal
LSTP,185,02,0,TBA,,TBA,29,30,R Messina,48164,In Person,Fld Exp Sem
PSYC,167,01,3,1030,1145,TR,13,40,M Gerson,49557,In Person,Sports Psychology
ENGL,299,01,1,TBA,,TBA,0,6,R McNabb,50211,In Person,University Thesis
ENGL,002,20,3,1800,2045,W,25,25,Z Babaci-Wilhite,43391,In Person,Critical Thinking and Writing
ME,295A,13,3,TBA,,TBA,6,10,F Barez,50563,In Person,ME Project I
PHYS,110A,01,3,1030,1120,MWF,18,25,P Hamill,41299,In Person,Elec & Magnetism I
EDCO,285,01,3,1900,2145,T,8,30,D Hibbert,45351,In Person,Trauma Couns
MS,298,22,2,TBA,,TBA,1,25,M Graham,42042,In Person,Resrch Mar Sci
COMM,100W,16,3,1630,1745,T,25,25,E Mcmurray,43511,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
BUS3,189,01,3,1800,2045,W,36,30,S Chou,44906,In Person,Strategic Mgmt
EDSE,014B,01,3,1030,1145,TR,19,30,E Smith,41893,In Person,American Sign II
HS,161,07,3,1500,1650,M,26,25,S Martin,43255,In Person,Epidemiology
CCS,010A,12,3,1200,1315,TR,81,80,F Ponce,48728,In Person,Mex Am US Hist/Gov
NURS,145,02,4,0700,1900,R,10,10,C Pham,44668,In Person,Adult Care Clin II
MUSC,161,01,1,TBA,,TBA,5,15,S Snitkovskaya,40997,In Person,REP: Styles Interp Opera I
NUFS,016,01,3,1200,1315,MW,46,45,A Reisenauer,41100,In Person,"Sci, Physio, Nutr"
CHIN,140,01,3,1030,1145,MW,22,30,C Peng,47969,In Person,Chin Cul & Pol Lit
CMPE,202,03,3,1200,1445,S,65,65,G Vinodh,43433,In Person,SW Systems Engr
BUS2,138,03,3,1500,1745,W,46,45,R Sibley,43715,In Person,Mktg Research
CHEM,298,16,2,TBA,,TBA,1,3,D Eggers,46940,In Person,Research
COMM,091J,02,1,TBA,,TBA,42,45,S Laczko,41648,In Person,Judge Training
PADM,214,01,3,1800,2045,R,17,20,L Lira,48287,In Person,Intro to Public Management
ARTH,190B,01,3,1030,1145,MW,36,50,J Thompson,45147,In Person,Early Modernist
KIN,002A,04,1,0930,1020,TR,24,25,K Bruga,43009,In Person,Begin Swimming
KIN,042A,01,2,1200,1320,MW,10,30,D Lomuljo,49455,In Person,Tpcs in Jazz Dance I
MCOM,299,01,3,TBA,,TBA,0,25,,47649,In Person,Mass Comm Thesis
ME,041,16,1,1330,1615,W,16,24,A Rossetti,49309,In Person,Mach Shop Safety
AAS,033A,15,3,1200,1315,TR,40,40,S Choi,47935,In Person,AAS History I
BIOL,297,46,4,TBA,,TBA,1,15,B Grillo-Hill,46999,In Person,Grad Research
RECL,010,05,3,1030,1145,TR,35,35,M Duphily,44088,In Person,Creat Meaning Life
ENGL,001A,28,3,1030,1145,TR,22,23,C Criez,42408,In Person,First Year Writing
BIOL,030,12,0,1030,1320,M,24,22,M Pomephimkham,42891,In Person,Biology I
CCS,135,01,3,1500,1745,W,24,30,M Pizarro,48688,In Person,Con Chicana/o Iss
AMS,169,80,3,1630,1745,M,18,40,J Ormsbee,50158,Online Only - With Mtg Pattern,Amer Dream
SCED,298,04,3,TBA,,TBA,1,7,T Visintainer,44264,In Person,Research
PADM,215,01,3,1800,2045,W,24,20,E Ramones,45037,In Person,Public Pers Admin
DSGD,099,01,3,0800,1050,MW,19,25,D Lee,44579,In Person,Intro Typography
OCTH,221,05,3,1330,1615,T,19,21,L Andonian,49902,In Person,OccupatAnalysis
METR,112,02,3,1200,1315,TR,42,43,D Centeno,41478,In Person,Globl Climate Chng
NURS,145,06,4,1400,2000,WR,10,11,P Mayer,44672,In Person,Adult Care Clin II
NUFS,144,05,3,1730,2015,M,10,30,K Cahill,41577,In Person,Food Culture
COMM,101C,83,4,TBA,,TBA,25,25,J Morrison,46838,Online Only - TBA Mtg Pat,Junior Seminar
HS,015,06,3,1200,1315,TR,27,31,J DiGiacomo,47746,In Person,Human Life Span
CHEM,001A,28,0,0730,1020,T,25,24,L Leti,41635,In Person,General Chem
MS,213,02,0,TBA,,TBA,1,30,S Hamilton,48410,In Person,Adv Ichthyology
NURS,053,04,3,1400,1700,WF,19,20,S Oh,40960,In Person,Skills in Nursing I
OCTH,236,02,3,1330,1615,R,20,21,A George,44745,In Person,OT with Youth
HUM,168A,02,6,1030,1315,TR,2,40,Q Tan,49390,In Person,Global Climate Change I
CS,156,01,3,1030,1145,TR,30,30,R Khayrallah,47415,In Person,Intro to Art Intel
ENT,180,03,3,TBA,,TBA,0,10,,40800,In Person,Individual Studies
TA,055,03,3,1330,1445,TR,18,30,A Bechert,49049,In Person,Design for Theatre
TA,005,05,3,1500,1615,MW,25,26,J Moreno,41286,In Person,Acting
GEOL,299,19,1,TBA,,TBA,0,5,,44291,In Person,Masters Thesis
BUS3,160,80,3,TBA,,TBA,115,120,A Rao,44644,Online - TBA With Few Campus Mtg,Fund Mgmt & Org Beh
HS,200,01,2,1500,1745,M,20,30,A Buckner,42565,In Person,Contemporary Practice
CMPE,148,02,3,1630,1745,MW,79,60,F Lin,47729,In Person,Comptr Networks I
LLD,100WB,02,3,1030,1145,MW,24,25,S Alkire,48247,In Person,Wrtg Wrkshp Bsns Stdnts
SOCI,100W,81,3,TBA,,TBA,21,20,R Bryant-Anderson,47868,Online Only - TBA Mtg Pat,Writing Workshop
COMM,190,03,3,TBA,,TBA,0,5,J Morrison,41393,In Person,Act Proj in Speech
HSPM,011,01,3,1330,1445,MW,29,50,T Thompson,43187,In Person,Restaurant Mgmt
CHAD,195,01,3,1030,1145,TR,23,25,M Smith,43571,In Person,Sr Sem Child Dev
BIOL,101,80,3,TBA,,TBA,39,40,E McGee-Bergerol,43216,Online Only - TBA Mtg Pat,Origins of Life
HS,180,07,3,TBA,,TBA,7,3,V Gomez,42666,In Person,Indiv Studies
ART,297A,02,3,TBA,,TBA,0,10,A Raynsford,42614,In Person,MA Special Study
UNVS,015F,18,0,1200,1345,TR,27,30,L Mazmanyan,50520,In Person,Stats Statway A
EDCO,287,01,3,1900,2145,T,26,25,X Hu,42935,In Person,Comp School Couns
CHAD,100W,05,3,0900,1015,TR,26,25,R Joseph,42831,In Person,Writing Workshop
MATH,299,02,3,TBA,,TBA,0,3,,50751,In Person,Masters Thesis
SPAN,202,01,3,1800,2045,R,8,15,C Samuelson,48142,2 Pat - Mtg Pat & TBA (See Class Note),Sem Hisp Civ Cult
MUSC,253,01,1,1330,1520,TR,2,3,F Cohen,44018,In Person,GrdUnivSymOrch
METR,100W,02,3,1800,2045,T,11,24,E Cordero,50081,In Person,Meteor Reports
MATH,018AW,02,1,1500,1615,MW,21,24,H Katsuura,48405,In Person,Coll Algebra Wkshp
ANI,041,02,3,0800,1050,TR,14,20,T Austin,44467,In Person,Intro 3D Modeling
ENGL,001AF,16,3,1330,1445,MW,21,22,J Logan,42855,In Person,FYW: Stretch English I
SOCI,172,01,3,1630,1745,TR,31,35,J Caraves,48133,In Person,LGBT Studies
ENGR,100W,16,0,1420,1520,MW,21,22,C Cordero,42982,In Person,Engr Reports
ENGR,010,17,0,1500,1745,T,25,22,V Bhatia,41857,In Person,Intro to Engr
GEOL,002,02,3,1030,1145,MW,36,45,L Teruya,42364,In Person,Geology for Engineers
ANTH,115,80,3,TBA,,TBA,34,40,Q Mccrary,47027,Online Only - TBA Mtg Pat,Global Culture
EDSE,217A,03,6,TBA,,TBA,0,6,,44739,In Person,Dir Tchng I LH
MUSC,122A,02,1,1130,1220,TR,16,25,R Maldonado,46734,In Person,Fund Tech Woodwnds
CS,154,03,3,1800,1915,TR,32,30,A Yazdankhah,47414,In Person,Formal Lang & Comput
ART,074,04,3,1500,1750,MW,23,24,J Morgan,45153,In Person,Intro to Digital Media
COMM,080,03,1,TBA,,TBA,44,45,S McGaffey,40132,In Person,Communication Workshop
CHAD,165,01,3,1030,1145,MW,29,30,N Kuyel,48632,In Person,Risk/Resilienc
SCWK,240,01,3,0930,1215,F,28,30,E Cohen,43819,In Person,Res Method & Des
AAS,033A,05,3,1200,1315,MW,40,40,Y Kwan,43850,In Person,AAS History I
BIOL,297,15,2,TBA,,TBA,1,15,C Ouverney,48220,In Person,Grad Research
MUED,228,01,3,TBA,,TBA,9,30,D Hollinger,48276,In Person,ResMusEd
SCED,375,01,2,1700,1840,W,5,30,R Peters,46480,In Person,Colloq Sci Ed
BUS4,188,11,3,1500,1745,W,45,45,H Nguyen,42999,In Person,Business Systems
ANI,011,05,3,1800,2050,TR,15,25,L Beverleigh,50468,In Person,Illus Fundamentl I
OCTH,275,03,3,0900,1145,W,18,21,C Fang,41811,In Person,EBP in OT
PHYS,002B,22,0,1500,1750,R,16,18,J Mijares,48171,In Person,Fund of Physics
PHYS,051,01,4,1630,1745,MW,51,45,R Craig,41848,In Person,General Physics
HUM,090,01,3,0900,1015,TR,23,35,B Walters,49598,In Person,Bible Hist and Lit
COMM,280,02,2,TBA,,TBA,1,3,M Spangler,41372,In Person,Independent Study
PHYS,050,17,0,1130,1420,M,17,16,A Dynneson,48172,In Person,General Physics
EDCO,004,02,3,1030,1145,MW,36,35,A Jaffer,40709,In Person,Career Exploration
COMM,020,28,3,1200,1315,W,26,26,C Burks,47248,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
PHYS,051,15,0,1200,1450,T,18,16,A Cabot,41863,In Person,General Physics
BUS3,160,02,3,1030,1145,TR,114,119,C Johnson,44637,In Person,Fund Mgmt & Org Beh
BIOL,030,26,0,1730,2020,R,23,22,A Karekal,42905,In Person,Biology I
BUS3,150,01,3,1800,2045,W,45,45,E Garcia,41689,In Person,Fund of HR Mgmt
BIOL,055,12,0,1330,1620,W,11,10,M McFarlin,44544,In Person,Biostatistics
COMM,157SL,02,3,1500,1745,W,26,27,L Hatton,47959,In Person,Comm Action & Serv
PSYC,154,03,3,0730,0845,TR,115,120,A Asuncion,43185,In Person,Social Psy
DSGD,083,03,3,0800,1400,F,32,25,J Livermore,41103,In Person,Digital Apps Basic
PSYC,120,40,4,0900,1015,TR,50,48,J Citron,41172,In Person,Adv Res Meth & Des
CMPE,165,01,3,1500,1615,MW,63,60,I Eswar,48972,In Person,SW Eng Process Mng
ME,041,15,1,0900,1145,W,16,24,C March,49308,In Person,Mach Shop Safety
SCI,001,17,1.5,1800,1915,MW,14,45,K Singmaster,46748,In Person,Acadmc Excel Wkshp
DANC,010,03,3,0730,0845,MW,64,70,J Yager,41688,In Person,Dance Appreciation
BIOL,125,03,2,1430,1720,MW,9,24,I Chire,44611,In Person,Sys Phys Lab
MDES,090,02,3,1200,1315,MW,0,35,B Walters,49597,In Person,Bible Hist and Lit
SPAN,004B,80,4,TBA,,TBA,22,30,A Dias Ferreira,45007,Online Only - TBA Mtg Pat,Basic Spanish II
PHOT,123,01,3,1800,2050,TR,18,18,J Aguilar,40702,In Person,Photo Illustration
KIN,160,01,3,0900,1015,TR,39,40,S Reekie,45623,In Person,Hist of Sport & PE
HUM,177A,21,0,1630,1745,TR,41,42,J Lindahl,42636,In Person,Advanced Honors
COMM,165P,01,4,1200,1315,TR,29,25,B Von Till,43037,In Person,Comm&Philanthropy
BUS3,180D,01,1-6,TBA,,TBA,0,0,,41069,In Person,Indiv St Org Mgmt
PADM,281,01,3,1800,2045,R,2,5,G Percival,45271,In Person,Pub Adm Internship
PHYS,051,17,0,0900,1150,W,17,16,D Olson,41865,In Person,General Physics
EE,104,01,3,1630,1745,MW,35,35,M Jones,47564,In Person,Num Methods in EE
BIOL,182,07,1,TBA,,TBA,0,15,,40613,In Person,Tutor Asst Biol
TA,051B,02,1,TBA,,TBA,9,18,D Weber,41424,In Person,Costume Perf Arts
BIOL,297,49,4,TBA,,TBA,0,15,,47002,In Person,Grad Research
MICR,180,01,1,TBA,,TBA,0,10,,40801,In Person,Indiv Studies
JS,298,01,1,TBA,,TBA,1,5,E Adams,42835,In Person,Special Study
KNED,184Y,02,5,TBA,,TBA,0,10,D Daum,43091,In Person,Stdt Tchg II
BUS4,091L,03,1,1800,1915,M,43,45,U Andra,44870,In Person,Comp Tools for Bus
PSYC,154,01,3,1030,1145,MW,43,40,J Ventura,43180,In Person,Social Psy
NURS,033,02,2,1700,1840,W,30,30,M Haririfar,43518,In Person,Prof Role Dev I
BUS2,130,06,3,1500,1745,M,50,45,B Boveda,41322,In Person,Intro to Marketing
RTVF,120,02,0,2000,2145,M,18,18,S Miller,49042,In Person,Intm Audio Film/TV
PHIL,057,06,3,1330,1445,TR,40,40,C Smith,41363,In Person,Logic & Crit Reas
CS,042,09,3,1630,1745,TR,1,40,R Low,49616,In Person,Discrete Math
INFO,210,01,3,TBA,,TBA,34,35,M Otero-Boisvert,42307,Online Only - TBA Mtg Pat,Reference Info Services
METR,299,22,2,TBA,,TBA,0,5,,41140,In Person,Thesis
JS,100W,06,3,1500,1615,MW,27,27,S Rivera,49021,In Person,Writing Workshop
ATH,032S,02,1,TBA,,TBA,2,20,C Turner,40051,In Person,Skl Dvlp Sftbl Wo
ENT,180,02,2,TBA,,TBA,0,10,,40721,In Person,Individual Studies
NURS,100W,02,3,1030,1145,TR,3,25,C Jones,49628,In Person,Writing Workshop
COMM,100W,05,3,1030,1145,R,25,25,J Biagini,41248,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
SOCI,199H,32,3,TBA,,TBA,0,2,,41657,In Person,Sen Hon Thesis
SOCI,170,01,3,0900,1015,TR,34,35,L Roberts,50559,In Person,Soci of Family
KIN,031,01,1,1230,1320,TR,51,50,C Carrillo,40926,In Person,Body Sculpting
ENVS,295,01,3,TBA,,TBA,3,5,W Russell,45783,In Person,Grad Teach Asst
ME,115,04,1,1330,1615,T,15,15,F Kazemifar,43332,In Person,Thermal Eng Lab
ASIA,115,01,3,1200,1315,TR,1,40,M Beresford,49330,In Person,Global Culture
NUFS,100W,01,3,0900,1015,TR,3,25,C Jones,49617,In Person,Writing Workshop
EE,198B,02,3,0900,1800,S,15,15,P Hsu,45898,In Person,EE Sr Dsgn Proj II
CHE,174,01,3,1800,2045,T,14,45,J Oberdorfer,47073,In Person,Hazardous Materials
KIN,166,02,0,1300,1450,T,25,20,E Wughalter,41516,In Person,Motor Learning
KIN,048A,04,1,1030,1120,TR,33,40,O David,48551,In Person,Beg Latin Dance
ME,295B,11,3,TBA,,TBA,4,10,V Viswanathan,46881,In Person,ME Project II
FLED,380,01,3,1700,2000,T,13,15,A Jensen,42688,In Person,Teaching Fl
BIOL,115,14,0,1200,1250,F,21,22,F Farah,44601,In Person,General Genetics
POLS,015,83,3,TBA,,TBA,47,45,J Abrams,46808,Online Only - TBA Mtg Pat,US & CA Government
NUFS,144,16,3,1630,1745,TR,29,30,L Steinberg,43308,In Person,Food Culture
DSGN,127,04,1,TBA,,TBA,5,15,C Hwang,42651,In Person,Intern
ME,106,03,0,1800,2045,W,15,20,,47623,In Person,Fund Mechatro Engr
ENVS,119,04,3,1200,1315,MW,21,35,B Delaveau,49983,In Person,Energy & Environ
CMPE,299A,01,3,TBA,,TBA,2,15,D Harkey,40489,In Person,Master Thesis I
ENGL,180,01,1,TBA,,TBA,2,13,R McNabb,42569,In Person,Indv Studies
RECL,132,01,3,1200,1445,M,28,35,B Grosvenor,45315,In Person,Rec Program Plan
PHIL,061,06,3,1500,1615,TR,45,46,J Giddings,41176,In Person,Moral Issues
MCOM,108,01,3,0930,1215,T,12,20,T Korani,47083,In Person,Virtual Worlds
CMPE,146,05,0,1330,1620,T,10,25,W Wu,47726,In Person,RT Embedded CoDes
CE,298,02,3,TBA,,TBA,0,10,,40534,In Person,Special Problems
CCS,298,01,1-6,TBA,,TBA,0,0,E Azcona,48707,In Person,Special Studies
METR,298,17,1,TBA,,TBA,0,5,,43359,In Person,Research
MUSC,127A,01,1,0800,0850,TR,24,20,S Jones,41505,In Person,Fund Tech Strings
CE,140,02,0,1330,1615,T,19,18,R Lukkoor,42192,In Person,Geotech Engr
AAS,020,01,3,1330,1445,MW,11,35,S Gallardo,49641,In Person,Wom of Color in US
FS,163,02,0,1500,1730,R,12,36,M Juno,45803,In Person,Fingerprint Sci
SOCS,015,02,3,1800,2045,M,7,30,J Bautista,49583,In Person,Stat Ap in Soc Sci
KIN,048A,02,1,1430,1520,MW,31,40,B Ayers Jr,48549,In Person,Beg Latin Dance
ATH,034I,01,1,TBA,,TBA,18,50,S Hopkins,40052,In Person,Swimming-Women
CHEM,270,02,2,1800,1940,W,13,25,G Muller,50030,In Person,Advanced Chemistry
BME,025,04,0,1800,2050,W,30,30,S Roy Chowdhury,47328,In Person,Intro BioMed
METR,298,23,2,TBA,,TBA,0,5,,41125,In Person,Research
INFO,200,05,3,TBA,,TBA,29,35,K Bontenbal,50373,Online Only - TBA Mtg Pat,Inf. Comm
JS,181,20,3,TBA,,TBA,5,10,J Halushka,44216,In Person,Internship in JS
CE,162,03,0,1330,1615,W,15,18,M Soliman,44783,In Person,Struc Concrete Des
COMM,156I,80,4,TBA,,TBA,24,25,K Werking,41987,Online Only - TBA Mtg Pat,Observe/Interview
MS,299,31,4,TBA,,TBA,0,20,,41772,In Person,Masters Thesis
ENGL,299,05,2,TBA,,TBA,0,6,R McNabb,50215,In Person,University Thesis
ART,002,01,3,0900,1015,MW,26,24,L Guyer,41498,In Person,Artist in Culture
CHEM,298,05,1,TBA,,TBA,3,10,N Wang,45296,In Person,Research
SOCI,298,01,1-4,TBA,,TBA,0,0,,40542,In Person,Special Studies
AFAM,165,01,4,1330,1445,TR,1,30,K Norris,49546,In Person,Topics Ethnic Lit
ENGL,002,04,3,0900,1015,MW,25,25,P O'Sullivan,44750,In Person,Critical Thinking and Writing
INFO,281,03,1,TBA,,TBA,12,35,C Confetti,44525,Online Only - TBA Mtg Pat,Colloq Contemp Iss
DSIT,101,01,3,1500,1600,MW,19,25,M Medved,42882,In Person,Arch. Systems
ISE,135,02,3,1200,1315,TR,69,90,S Erdogan,49935,In Person,Design of Expmts
ANI,031,04,3,1800,2050,MW,27,25,B Moore,47283,In Person,2D Animation I
INFO,285,03,3,TBA,,TBA,20,35,T Dickey,42919,Online Only - TBA Mtg Pat,App. Res. Methods
OCTH,212,02,3,0900,1145,M,23,28,M Kaye,42862,In Person,Lifespan occupat
SOCS,139,01,3,1630,1915,R,27,30,J Narveson,48827,In Person,World History for Teachers
NUFS,139,08,3,0900,1145,F,29,30,A Gossard,41163,In Person,Hunger & Environ Nutr
BOT,180,01,1,TBA,,TBA,0,10,,40718,In Person,Individual Studies
MATE,195,03,0,1330,1615,W,16,15,T Pan,43268,In Person,Mech Bhvr Matls
TECH,042,11,1,1800,2045,W,2,24,D Muntz,47489,In Person,Mfg Mach Shop Proj
ENGL,001B,15,3,1630,1745,MW,25,25,Z Babaci-Wilhite,49827,In Person,Argument and Analysis
KIN,027A,01,1,0830,0920,MW,43,40,G Chen,43200,In Person,Begin Table Tennis
SOCS,138,01,3,1630,1915,T,23,30,W Thowdis,49167,In Person,US Hist Soc Sci Pers
ENVS,299,02,2,TBA,,TBA,0,3,W Russell,42691,In Person,MS Thesis/Project
BIOL,186,03,2,TBA,,TBA,0,15,,40716,In Person,Senior Thesis
HS,025,05,3,1500,1745,W,26,25,K Roe,45390,In Person,Hlth Team Building
COMM,100W,15,3,1500,1615,T,26,25,E Mcmurray,43331,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
UNVS,015F,10,0,1200,1345,TR,27,30,M Zoubeidi,47395,In Person,Stats Statway A
EDSE,217A,02,6,TBA,,TBA,1,6,P Hughes,41571,In Person,Dir Tchng I LH
MATH,018AW,01,1,1030,1145,MW,10,10,H Katsuura,48403,In Person,Coll Algebra Wkshp
ME,172,01,3,0930,1215,F,18,40,F Rongere,47686,In Person,Alt Renew Energy Resourc
CMPE,295A,08,3,1800,2045,F,22,30,D Harkey,42539,In Person,Master Project I
MATH,297A,01,3,TBA,,TBA,1,3,S Jahanbekam,50745,In Person,Prep for Proj/Thesis
LLD,100A,08,3,1330,1445,TR,22,22,K Sanders,45922,In Person,Writing Competency
HS,165,01,3,1800,1950,M,85,140,K Roe,44061,In Person,Hlth Professional
KIN,008,02,0,TBA,,TBA,23,25,F Barry,43013,In Person,Scuba Diving
EDSE,241,01,3,1600,1845,T,40,40,M Love,42866,2 Pat - Mtg Pat & TBA (See Class Note),Emrg Tech All Lrn
METR,168A,01,6,1030,1315,TR,0,40,A Mathews,49398,In Person,Global Climate Change I
MATH,071W,13,1,1500,1615,MW,26,30,B Pence,48619,In Person,Calc Wkshp Bus/Avi
EDCO,293,01,3,1600,1845,T,11,25,A Jaffer,44223,In Person,Prac Child & Sub Abuse
BUS1,121B,01,3,1330,1445,MW,42,45,B Anderson,47074,In Person,Inter Acctg II
INFO,200,06,3,TBA,,TBA,14,35,K Bontenbal,50596,Online Only - TBA Mtg Pat,Inf. Comm
CA,175,01,3,1500,1745,R,16,20,B Jamrus,47669,In Person,Creative Process
ENGL,001A,13,3,0900,1015,MW,23,23,M Mohsenzadegan,42357,In Person,First Year Writing
SOCI,281,21,2,TBA,,TBA,0,2,E Sweet,40761,In Person,Internship in Soc
PHIL,057,01,3,0900,1015,MW,40,40,D Williamson,40213,In Person,Logic & Crit Reas
COMM,100W,07,3,0900,1015,W,30,25,B Pena Garcia,41249,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
